Author,Title,Degree,Year,Advisor,Advisor2,Category
"KUNTZ, Margaret A.",The Cappella Paolina: Before and After Michelangelo,Ph.D.,1997,"Brandt, Kathleen Weil-Garris",,Performance Studies
"ROWAN, Diana Pyle",Portable Buddhist Shrines of the Tang Period,Ph.D.,1997,"Hay, Jonathan",,Pre-Columbian Art
"SHELTON, Andrew Carrington",From Making History to a Living Legend: The Mystification of M. Ingres (1834-1855),Ph.D.,1997,"Rosenblum, Robert",,Native American
"STEIN, Perrin",Exoticism as Metaphor: Turquerie in Eighteenth-Century French Art,Ph.D.,1997,"Posner, Donald",,Nineteenth-Century Art
"UMLAND, Anne",Joan Miró and Collage in the 1920s: The Dialectic of Painting and Anti-Painting,Ph.D.,1997,"Lubar, Robert S.",,Oceanic/Australian Art
"UTLEY, Gertje R.","Picasso and the 'Parti de la Renaissance Française': The Artist as a Communist, 1944-1953",Ph.D.,1997,"Varnedoe, Kirk",,Outsider/Folk Art
"VIDAS, Marina","Representation and marriage: art, society and gender relations in Florence from the late fourteenth through the fifteenth century",Ph.D.,1997,"Alexander, Jonathan J.G.",,Performance Studies
"WILBERDING, Erick",History and Prophecy: Selected Problems in the Religious Paintings of Nicolas Poussin,Ph.D.,1997,"Posner, Donald",,Pre-Columbian Art
"MASUYA, Tomoko",The Ilkhanid phase of Takht-i Sulaiman,Ph.D.,1997,"Soucek, Priscilla",,Native American
"BUDICK, Ariella",Subject to Scrutiny: Diane Arbus's American Grotesque,Ph.D.,1996,"Nochlin, Linda",,Nineteenth-Century Art
"LARSON, Barbara",Odilon Redon: Science and Fantasy in the Noirs,Ph.D.,1996,"Rosenblum, Robert",,Renaissance/Baroque Art
"MOROWITZ, Laura",Consuming the Past: The Nabis and French Medieval Art,Ph.D.,1996,"Lubar, Robert S.",,South/Southeast Asian Art
"OPPENHEIMER, Margaret","Women Artists in Paris, 1791-1814",Ph.D.,1996,"Rosenblum, Robert",,Twentieth-Century Art
"QUEVEDO-CHIGAS, Elena",Early Medieval Iberian Architecture and the Hispanic Liturgy: A Study of the Development of Church Planning from the Fifth to the Tenth Centuries,Ph.D.,1996,"Mathews, Thomas F.",,World Art
"SIMOR, Suzanna Beatrice","'I Believe'' Images of the Credo, Charlemagne to Luther",Ph.D.,1996,"Eisler, Colin T.",,African Art (sub-Saharan)
"SMITH, Kathyrn","Canonizing the Apocryphal: London B.L. MS. Egerton 2781 and its Visual, Devotional and Social Contexts",Ph.D.,1996,"Alexander, Jonathan J.G.",,Architectural History/Historic Preservation
"THOMPSON, Nancy L.",Female Portrait Sculpture in the First Century B.C. in Italy and the Hellenistic East,Ph.D.,1996,"Smith, R. R. R.",,Art of the Middle East/North Africa
"WESTERMANN, Mariët",The Amusements of Jan Steen: Comic Painting in the Seventeenth Century,Ph.D.,1996,"Haverkamp-Begemann, Egbert",,Art of the United States
"WILKER, Jenny",Daumier's Histoire ancienne: French Classical Parody in the 1840s,Ph.D.,1996,"Rosenblum, Robert",,Chinese Art
"RUBY, Louisa Wood",The Drawings of Paul Bril: A Study of their Role in 17th Century European Landscape,Ph.D.,1996,"Haverkamp-Begemann, Egbert",,Contemporary Art
"CACHARELIAS, Dimitris",The Mount Athos Esphigmenou 14 Codex: Pagan and Christian Myth in Middle Byzantine Manuscript Illumination,Ph.D.,1995,"Mathews, Thomas F.",,Critical Theory/Gender Studies/Visual Studies
"GOLDBERG, Caroline Virginia Walker","Giuseppe de Nittis: An Italian Perspective on the Parisian Cityscape, 1867-1884",Ph.D.,1995,"Rosenblum, Robert",,Decorative Arts/Textiles/Design History
"GROSSMAN, Janet Burnett",The Sculptured Funerary Monuments of the Classical Period in the Athenian Agora,Ph.D.,1995,"Harrison, Evelyn B.",,Nineteenth-Century Art
"ORTO, Luisa J.",Design as Art: il Design and Italian National Identity,Ph.D.,1995,"Lubar, Robert S.",,Oceanic/Australian Art
"PEVNY, Olenka Z.",The Kyrylivs'ka Tserkva: The Appropriation of Byzantine Art and Architecture in Kiev,Ph.D.,1995,"Mathews, Thomas F.",,Outsider/Folk Art
"RABINOW, Rebecca A.","The Legacy of la Rue Férou: Livres d'Artiste Created for Tériade by Rouault, Bonnard, Matisse, Léger, Le Corbusier, Chagall, Giacometti, and Miró",Ph.D.,1995,"Lubar, Robert S.",,Performance Studies
"RATTÉ, Felicity B.",Significant Structures: Architectural Imagery in Tuscan Painting of the Thirteenth and Fourteenth Centuries,Ph.D.,1995,"Trachtenberg, Marvin L.",,Egyptian/Ancient Near Eastern Art
"ROISMAN, Rona",Francesco da Sangallo: The Tombs,Ph.D.,1995,"Brandt, Kathleen Weil-Garris",,Eighteenth-Century Art
"STOTZ, Virginia","Romanesque Sculpture on the Façade of Notre-Dame, Saintes",Ph.D.,1995,"Alexander, Jonathan J.G.",,Film/Video
"TABLER, Carol Foreman",The Landscape Paintings of Antoine Vollon (1833-1900): A Catalogue and Analysis,Ph.D.,1995,"Nochlin, Linda",,Greek/Roman Art
"BABAIE, Sussan",Safavid Palaces at Isfahan: Continuity and Change (1590-1666),Ph.D.,1994,"Soucek, Priscilla",,Japanese/Korean Art
"BAGEMIHL, Rolf",Painting and Sculpture in the Diocese of Volterra: A Documentary Investigation (1300-1400),Ph.D.,1994,"Pope-Hennessy, John",,Latin American/Caribbean Art
"BOOTON, Diane",Pictorial Seasons: A Cultural Study of the Cycle of Calendar Paintings in the Torre dell'Aquila,Ph.D.,1994,"Alexander, Jonathan J.G.",,Native American
"BURKE, Suzanne Maureen",Ambrogio Lorenzetti's Sala della Pace: Its Historiography and its ''sensus astrologicus'',Ph.D.,1994,"Eisler, Colin T.",,Nineteenth-Century Art
"DIBA, Layla S.",Laquerwork of Safavid Persia and its Relationship to Persian Painting,Ph.D.,1994,"Soucek, Priscilla",,Oceanic/Australian Art
"DICKEY, Stephanie S.","Prints, Portraits and Patrons in Rembrandt's Work Around 1640",Ph.D.,1994,"Haverkamp-Begemann, Egbert",,Outsider/Folk Art
"DILLON, Sheila",Studies in the Civic and Intellectual Portraits of the Greeks,Ph.D.,1994,"Smith, R. R. R.",,Performance Studies
"HAMILTON, Carrie A.","The Salons of 1699 to 1739: The Academy, the Bâtiments, and the Politics of Display",Ph.D.,1994,"Posner, Donald",,Pre-Columbian Art
"JENKENS, A. Lawrence",The Palazzo Piccolomini in Siena: Pius II's Architectural Patronage and its Afterlife,Ph.D.,1994,"Brandt, Kathleen Weil-Garris",,Prehistoric Art
"LARKIN, Diana Wolfe",The Broken-Lintel Doorway of Ancient Egypt and its Decoration,Ph.D.,1994,"von Bothmer, Bernard",,Renaissance/Baroque Art
"LEE, Ursula",The Shadow of Industry: German Painting from Romanticism to Neue Sachlichkeit,Ph.D.,1994,"Rosenblum, Robert",,South/Southeast Asian Art
"SCHULER, Karl Frederick",The Pictorial Program of the Chapterhouse of Sigena,Ph.D.,1994,"Alexander, Jonathan J.G.",,Nineteenth-Century Art
"TRAVIS, William J.",The Romanesque Sculpture of Montceaux-l'Étoile: Crossroads of Cluny and the Brionnais,Ph.D.,1994,"Mathews, Thomas F.",,Oceanic/Australian Art
"VERGARA, W. Alexander",The Presence of Rubens in Spain,Ph.D.,1994,"Brown, Jonathan",,Outsider/Folk Art
"WALKER, Stefanie",The Sculptor Pietro Stefano Monnot in Rome 1695-1713,Ph.D.,1994,"Raggio, Olga",,Performance Studies
"WELCH, Katherine",Amphitheatres in the Roman Republic: An Archaeology of the Roman Spectacle,Ph.D.,1994,"Smith, R. R. R.",,World Art
"ARMSTRONG, Meg",A Thesaurus of Applied Motives on African Red Slip Ware,Ph.D.,1993,"Mathews, Thomas F.",,World Art
"GERSTEL, Sharon E. J.",Monumental Painting and Eucharistic Sacrifice in the Byzantine Sanctuary: The Example of Macedonia,Ph.D.,1993,"Mathews, Thomas F.",,World Art
"KARMEL, Joseph Low","Picasso's Laboratory: The Role of his Drawings in the Development of Cubism, 1910-1914",Ph.D.,1993,"Varnedoe, Kirk",,World Art
"KILIAN, Jennifer M.",The Paintings of Karel du Jardin (1626-1678),Ph.D.,1993,"Haverkamp-Begemann, Egbert",,Native American
"LENAGHAN, Patrick",The Arrival of the Italian Renaissance in Spain: The Tombs by Domenico Fancelli and Bartolomé Ordóñez,Ph.D.,1993,"Brown, Jonathan",,Nineteenth-Century Art
"McGOWAN, Elizabeth P.",Votive Columns of the Aegean Islands and the Athenian Acropolis in the Archaic Period,Ph.D.,1993,"McCredie, James R.",,Oceanic/Australian Art
"MOJSOV, Bojana",The Sculpture and Relief of Ramesses III,Ph.D.,1993,"von Bothmer, Bernard",,Outsider/Folk Art
"ORFANOS, Patricia M.","George H. Skidmore, Architect, and Late 19th-century Churches in Suffolk County, Long Island",Ph.D.,1993,"Trachtenberg, Marvin L.",,Performance Studies
"PACHNER, Joan Helen","Tony Smith: Architect, Painter, Sculptor",Ph.D.,1993,"Varnedoe, Kirk",,Nineteenth-Century Art
"PULTZ, John","Harry Callahan and American Photography, 1938-1990",Ph.D.,1993,"Varnedoe, Kirk",,Oceanic/Australian Art
"RUSSMANN, Edna R.","Relief Decoration in Theban Private Tombs of the Twenty-fifth and Twenty-sixth Dynasties: Its Origins and Development, With Particular Reference to the Tomb of Harwa (TT 37)",Ph.D.,1993,"von Bothmer, Bernard",,Outsider/Folk Art
"ZURAW, Shelley E.",The Sculpture of Mino da Fiesole (1429-1484),Ph.D.,1993,"Pope-Hennessy, John",,Performance Studies
"BUTTERFIELD, Andrew",The Major Sculptures of Andrea del Verrocchio,Ph.D.,1992,"Pope-Hennessy, John",,Outsider/Folk Art
"CHONG, Alan",Aelbert Cuyp and the Meanings of Landscape,Ph.D.,1992,"Haverkamp-Begemann, Egbert",,Performance Studies
"CIOFFI, Irene",Corrado Giaquinto at the Spanish Court 1753-1762: The Fresco Cycles at the New Royal Palace in Madrid,Ph.D.,1992,"Brown, Jonathan",,Pre-Columbian Art
"CLARK, Andrew J.",Attic Black-Figured Olpai and Oinochoai,Ph.D.,1992,"von Bothmer, Dietrich",,Native American
"DERVAUX, Isabelle","Avant-Garde in New York, 1935-1939: The Ten",Ph.D.,1992,"Lubar, Robert S.",,Nineteenth-Century Art
"KAVALER, Ethan Matt",Pieter Brugel and the Common Man: Art and Ideology in Sixteenth-century Antwerp,Ph.D.,1992,"Haverkamp-Begemann, Egbert",,Oceanic/Australian Art
"KONOWITZ, Ellen","Dirk Jaobsz. Vellert: A Study of his Stained Glass Windows, Drawings and Prints",Ph.D.,1992,"Haverkamp-Begemann, Egbert",,Outsider/Folk Art
"MIELE, Christopher E.",The Gothic Revival and Gothic Architecture: The Restoration of Medieval Churches in Victorian Britain,Ph.D.,1992,"Landau, Sarah Bradford",,Performance Studies
"NELSON, Jonathan",The Later Works of Filippino Lippi: From his Roman Sojourn Until his Death (ca. 1489-1504),Ph.D.,1992,"Eisler, Colin T.",,Pre-Columbian Art
"ORENSTEIN, Nadine Monica",Hendrik Hondius (Duffel 1573-The Hague 1650) and the Business of Prints,Ph.D.,1992,"Haverkamp-Begemann, Egbert",,Native American
"PFAFF, Christopher A.",The Argive Heraion: The Architecture of the Classical Temple of Hera,Ph.D.,1992,"McCredie, James R.",,Nineteenth-Century Art
"WINTHER, Bert",Isamu Noguchi: Conflicts of Japanese Culture in the Early Postwar Years,Ph.D.,1992,"Lubar, Robert S.",,Oceanic/Australian Art
"ZWIRN, Stephen R.","Narrative Frames: Temporal Settings for Images of Hercules, Mithras, and Christ",Ph.D.,1992,"Mathews, Thomas F.",,Nineteenth-Century Art
"BRAUN, Emily",Mario Sironi: Art and Politics in Fascist Italy 1919-1945,Ph.D.,1991,"Varnedoe, Kirk",,Oceanic/Australian Art
"GALASSI, Susan Grace",Games of Wit: Picasso's Variations on the Old Masters,Ph.D.,1991,"Schiff, Gert",,Outsider/Folk Art
"GRIFFIN, Jocelyn Crane",Pointing Gestures in Medieval Miniatures: A Study Based on Illustrated Manuscripts of the Terence Comedies,Ph.D.,1991,"Alexander, Jonathan J.G.",,Performance Studies
"HOLMAN, Beth L.",S. Benedetto Po: Renovation and Reform,Ph.D.,1991,"Brandt, Kathleen Weil-Garris",,Nineteenth-Century Art
"SANKOVITCH, Anne-Marie",The Church of Saint-Eustache in the Early French Renaissance,Ph.D.,1991,"Eisler, Colin T.",,Oceanic/Australian Art
"SOLBERG, Gail E.",Taddeo di Bartolo: His Life and Work,Ph.D.,1991,"Pope-Hennessy, John",,Outsider/Folk Art
"WANG, Teh-yu","The ''Rivers and Mountains in Autumn Colors'' by Zhao Boju, and Associated Attributions",Ph.D.,1991,"Hay, Jonathan",,Performance Studies
"WEISS, Jeffrey Steven","The Popular Culture of Modern Art: Picasso, Duchamp and Avant-Gardism, c. 1909-17",Ph.D.,1991,"Varnedoe, Kirk",,Pre-Columbian Art
"ADELSON, Candace",The Tapestry Patronage of Cosimo I de'Medici: 1545-1553,Ph.D.,1990,"Raggio, Olga",,Native American
"BAER, Ronni",The Paintings of Gerrit Dou (1613-1675),Ph.D.,1990,"Haverkamp-Begemann, Egbert",,Nineteenth-Century Art
"BOEHM, Barbara Drake",Medieval Head Reliquaries of the Massif Central,Ph.D.,1990,"Mathews, Thomas F.",,Oceanic/Australian Art
"COURTRIGHT, Nicola",Gregory XIII's Tower of the Winds in the Vatican,Ph.D.,1990,"Lavin, Irving",,Outsider/Folk Art
"DABROWSKI, Magdalena",The Russian Contribution to Modernism: ''Construction'' as Realization of Innovative Aesthetic Concepts of the Russian Avant-Garde,Ph.D.,1990,"Schiff, Gert",,Performance Studies
"EDWARDS, Holly",The Genesis of Islamic Architecture in the Indus Valley,Ph.D.,1990,"Soucek, Priscilla",,Pre-Columbian Art
"EVANS, Helen C.",Manuscript Illumination at the Armenian Patriarchate in Hromlika and the West,Ph.D.,1990,"Mathews, Thomas F.",,African Art (sub-Saharan)
"FEINSTEIN, Roni","Random Order: The First Fifteen Years of Robert Rauschenberg's Art, 1949-1964",Ph.D.,1990,"Varnedoe, Kirk",,Architectural History/Historic Preservation
"GOODMAN, John",A History of Artistic Practice and the Monarchy's Crisis of Representation at the End of the Old Regime,Ph.D.,1990,"Rosenblum, Robert",,Art of the Middle East/North Africa
"LLOYD, Jane Fox","Settlements, Dwellings, and Painted Pottery: A Contribution to the History of Minoan Crete in the Early Late Bronze Age",Ph.D.,1990,"Kopcke, Günter H.",,Art of the United States
"LUXENBERG, Alisa",Léon Bonnat (1833-1922),Ph.D.,1990,"Rosenblum, Robert",,Chinese Art
"REILLY, Lisa",The Architectural History of Peterborough Cathedral,Ph.D.,1990,"Trachtenberg, Marvin L.",,Contemporary Art
"SANTORE, Cathy",La Bella: The Painted Venetian Beauty in Renaissance Art and Society,Ph.D.,1990,"Eisler, Colin T.",,Critical Theory/Gender Studies/Visual Studies
"SAPORITI, Evanthia",The Pictorial Style in Late Bronze Age Mycenaean Pot Painting,Ph.D.,1990,"Kopcke, Günter H.",,Decorative Arts/Textiles/Design History
"SCHROTH, Sarah",The Private Picture Collection of the Duke of Lerma,Ph.D.,1990,"Brown, Jonathan",,Digital Media/Animation
"SMITH, Caron",The Fan Kuan Tradition in Chinese Landscape Painting,Ph.D.,1990,"Soper, Alexander",,Drawings/Prints/Works on Paper
"STAVITSKY, Gail","The Development, Institutionalization and Impact of the A.E. Gallatin Collection of Modern Art",Ph.D.,1990,"Schiff, Gert",,Early Christian/Byzantine Art
"VIOLAND, Heidi E.","Jean Tinguely's Kinetic Art, or a Myth of the Machine Age",Ph.D.,1990,"Schiff, Gert",,Early Medieval/Romanesque/Gothic Art
"AMBROSINI, Lynne D.",Peasants in French Painting 1815-1848: The Romantic Roots of the Realist Mode,Ph.D.,1989,"Rosenblum, Robert",,Egyptian/Ancient Near Eastern Art
"BAHRANI, Zainab","The Administrative Building at Tell Al Hiba, Lagash",Ph.D.,1989,"Hansen, Donald P.",,Eighteenth-Century Art
"BERGOFFEN, Celia J.",A Comparative Study of the Regional Distribution of Cypriote Pottery in Canaan and Egypt in the Late Bronze Age,Ph.D.,1989,"Hansen, Donald P.",,Film/Video
"BERMAN, Patricia Gray",Monumentality and Historicism in Edvard Munch's University of Oslo Festival Hall Paintings,Ph.D.,1989,"Varnedoe, Kirk",,Greek/Roman Art
"CHRISTIAN, Karen",Arnolfo di Cambio's Sculptural Project for the Duomo Façade in Florence: A Study in Style and Context,Ph.D.,1989,"Trachtenberg, Marvin L.",,Japanese/Korean Art
"FACOS, Michelle","Individualism, Nationalism, Socialism: Swedish Avant Garde Painting in the 1890's",Ph.D.,1989,"Varnedoe, Kirk",,Latin American/Caribbean Art
"GOODLETT, Virginia Campbell",Collaboration in Greek Sculpture: The Literary and Ephigraphical Evidence,Ph.D.,1989,"Harrison, Evelyn B.",,Native American
"HANNEGAN, Barry",Venetian Ceiling Painting: 1665-1730,Ph.D.,1989,"Posner, Donald",,Nineteenth-Century Art
"HEIM, Suzanne",Glazed Architectural Elements in Elam and Related Material from Luristan,Ph.D.,1989,"Hansen, Donald P.",,Oceanic/Australian Art
"KANTER, Laurence B.","The Late Works of Luca Signorelli and his Followers, 1498-1559",Ph.D.,1989,"Pope-Hennessy, John",,Outsider/Folk Art
"LIM, Lucy",The Northern Wei Tomb of Ssu-ma Chin-lung and Early Chinese Figure Painting,Ph.D.,1989,"Soper, Alexander",,Performance Studies
"ROMANO, James F.",The Bes-image in Pharaonic Egypt,Ph.D.,1989,"von Bothmer, Dietrich",,Pre-Columbian Art
"ROTHSCHILD, Deborah Manaker",From the Street to the Elite: Popular Sources in Picasso's Designs for Parade,Ph.D.,1989,"Rosenblum, Robert",,Prehistoric Art
"THOMAS, Thelma K.","Niche Decorations from the Tombs of Byzantine Egypt (Heracleopolis Magna and Oxyrhynchus, A.D. 300-500): Visions of the Afterlife",Ph.D.,1989,"Mathews, Thomas F.",,Renaissance/Baroque Art
"VASSILIKA, Eleni",Ptolemaic Philae,Ph.D.,1989,"von Bothmer, Bernard",,South/Southeast Asian Art
"WILDE, Deborah N.",Housing and urban development in sixteenth century Rome : the properties of the Arciconfraternita della SSma Annunziata,Ph.D.,1989,"Krautheimer, Richard","Brandt, Kathleen Weil-Garris",Twentieth-Century Art
"ALCHERMES, Joseph",Cura pro mortuis' and 'Cultus martyrum': Commemoration in Rome from the Second through the Sixth Century,Ph.D.,1988,"Mathews, Thomas F.",,World Art
"BUSCO, Marie F.",The Sculptor Sir Richard Westmacott (1775-1856): Life and Works,Ph.D.,1988,"Schiff, Gert",,World Art
"CERNUSCHI, Claude R.",Jackson Pollock: Meaning and Significance,Ph.D.,1988,"Schiff, Gert",,World Art
"FRANK, Eric M.",Pollaiuolo Studies,Ph.D.,1988,"Pope-Hennessy, John",,World Art
"FREIBERG, Jack",The Lateran and Clement VIII,Ph.D.,1988,"Trachtenberg, Marvin L.","Lavin, Irving",World Art
"GADBERY, Laura M.",Three Fifth-century B.C. Statue Bases from the Athenian Agora,Ph.D.,1988,"Harrison, Evelyn B.",,World Art
"JORDAN, Jeanne",Attic Black-Figured Eye-Cups,Ph.D.,1988,"von Bothmer, Dietrich",,World Art
"LUBAR, Robert S.","Joan Miró Before the Farm, 1915-1922: Catalan Nationalism and the Avant-Garde",Ph.D.,1988,"Varnedoe, Kirk",,Native American
"NICHOLS, Charlotte F.",The Caracciolo di Vico Chapel in Naples and Early Cinqucento Architecture,Ph.D.,1988,"Brandt, Kathleen Weil-Garris",,Nineteenth-Century Art
"PIERPONT, Claudia Roth",Giovanni da Nola and the Monument of Pedro de Toledo: A Study in Neapolitan Sixteenth Century Sculpture,Ph.D.,1988,"Brandt, Kathleen Weil-Garris",,Oceanic/Australian Art
"SCHWAB, Katherine A.",The Parthenon Metopes and Greek Vase Painting: A Study of Comparison and Influences,Ph.D.,1988,"von Bothmer, Dietrich","Harrison, Evelyn B.",Outsider/Folk Art
"TAYLOR, Alice",Armenian Gospel Illustration: The School of Vostan (1390-1437),Ph.D.,1988,"Mathews, Thomas F.",,Performance Studies
"MARCOCI, Roxana",Site of Contestation: Constantin Brancusi's World War I Memorial,Ph.D.,1988,"Varnedoe, Kirk",,Pre-Columbian Art
"MOORE, Derek A R","Pellegrino Tibaldi's Church of S. Fedele in Milan: The Jesuits, Carlo Borromeo and religious architecture in the late sixteenth century",Ph.D.,1988,"Trachtenberg, Marvin L.",,Native American
"CARR, Dawson W.",Luca Giordano at the Escorial: The Frescoes for Charles II,Ph.D.,1987,"Brown, Jonathan",,Nineteenth-Century Art
"CONNOR, Carolyn L.",The Crypt at Hosios Loukas and its Frescoes,Ph.D.,1987,"Mathews, Thomas F.",,Oceanic/Australian Art
"FRACKMAN, Noel S.",The Art of John Storrs,Ph.D.,1987,"Rosenblum, Robert",,Outsider/Folk Art
"FRANITS, Wayne E. J.",'The Vertues which ought to be in a compleate woman'': Domesticity in Seventeenth-century Dutch Art,Ph.D.,1987,"Haverkamp-Begemann, Egbert",,Performance Studies
"GIELLA, Barbara",R.M. Schindler's Thirties Style: Its Character (1931-1937) and International Sources (1906-1937),Ph.D.,1987,"Hitchcock, Henry Russell",,Pre-Columbian Art
"GILLERMAN, David M.",The Gothic Church of San Fortunato in Todi,Ph.D.,1987,"Trachtenberg, Marvin L.",,Native American
"MASSENGALE, Jean Montague",The Early Drawings of Fragonard (ca. 1748-1761): Problems of Attribution and Chronology,Ph.D.,1987,"Schiff, Gert",,Nineteenth-Century Art
"SHELL, Janice","Painters in Milan, 1490-1530: A Resource of Newly Discovered Documents",Ph.D.,1987,"Pope-Hennessy, John",,Oceanic/Australian Art
"WOLF, Reva",Francisco Goya and the Interest in British Art and Aesthetics in Late Eighteenth-century Spain,Ph.D.,1987,"Rosenblum, Robert","Brown, Jonathan",Outsider/Folk Art
"ARUZ, Joan",The Aegean and the Orient in the Neolithic and Bronze Ages: The Evidence of Stamp and Cylinder Seals,Ph.D.,1986,"Kopcke, Günter H.",,Performance Studies
"BARNES, Susan J.",Van Dyck in Italy: 1621-1628,Ph.D.,1986,"Haverkamp-Begemann, Egbert",,Pre-Columbian Art
"BRADLEY, Laurel",Evocations of the Eighteenth Century in Victorian Art,Ph.D.,1986,"Schiff, Gert",,Native American
"BURNS, Carol Eugenia","San Salvatore and Venetian Church Architecture, 1490-1530",Ph.D.,1986,"Trachtenberg, Marvin L.",,Nineteenth-Century Art
"COHEN, Marilyn Ann",Reginald Marsh: An Interpretation of his Art,Ph.D.,1986,"Varnedoe, Kirk",,Oceanic/Australian Art
"HIRSH, Marilyn",Sources for the Figural Sculpture of Mamallapuram,Ph.D.,1986,"Kramrisch, Stella",,Outsider/Folk Art
"HOLMES, Mary Tavener",Nicolas Lancret and Genre Themes of the Eighteenth Century,Ph.D.,1986,"Posner, Donald",,Performance Studies
"HOWARD, Patricia",The Shang Bronze Vessel Type Kuang (12c. B.C. to mid-10c. B.C.),Ph.D.,1986,"Soper, Alexander",,Pre-Columbian Art
"JACOBS, Lynn F.","Aspects of Netherlandish Carved Altarpieces, 1380-1530",Ph.D.,1986,"Eisler, Colin T.",,Native American
"MILLEKER, Elizabeth Johnston",The Statue of Apollo Lykeios in Athens,Ph.D.,1986,"Harrison, Evelyn B.",,Nineteenth-Century Art
"MORTON, Marsha",Johann Erdmann Hummel: A Painter of Biedermeier Berlin,Ph.D.,1986,"Schiff, Gert",,Oceanic/Australian Art
"RIBNER, Jonathan P.","'Le Peuple de Dieu'': Old Testament Motifs of Legislation, Prophecy and Exile in French Art Between the Empires",Ph.D.,1986,"Rosenblum, Robert",,Outsider/Folk Art
"ROCCOS, Linda Jones",The Shoulder-pinned-back Mantle in Greek and Roman Sculpture,Ph.D.,1986,"Harrison, Evelyn B.",,Performance Studies
"SMITH, Margaret Danton",The Elegy of Death in French Painting at the end of the Eighteenth and Beginning of the Nineteenth Centuries,Ph.D.,1986,"Rosenblum, Robert",,Pre-Columbian Art
"TSCHERNY, Nadia",Beyond Likeness: Late Eighteenth Century British Portraiture and Origins of Romanticism,Ph.D.,1986,"Rosenblum, Robert",,Native American
"CARPENTER, Joan F.",Giuseppe Canella and Parisian View Painting,Ph.D.,1985,"Rosenblum, Robert",,Nineteenth-Century Art
"EDWARDS, Charles M.",Greek Votive Reliefs to Pan and the Nymphs,Ph.D.,1985,"Harrison, Evelyn B.",,Oceanic/Australian Art
"ELIEL, Carol S.",Form and Content in the Genre Works of Louis-Léopold Boilly,Ph.D.,1985,"Rosenblum, Robert",,Outsider/Folk Art
"KOSINSKI, Dorothy M.",The Image of Orpheus in Symbolist Art and Literature,Ph.D.,1985,"Schiff, Gert",,Performance Studies
"RUSSCOL, Diane Sue",English Historical Themes in French Painting c.1815-1848,Ph.D.,1985,"Rosenblum, Robert",,Pre-Columbian Art
"WARDROPPER, Ian",The Sculpture and Prints of Domenico del Barbiere,Ph.D.,1985,"Raggio, Olga",,African Art (sub-Saharan)
"WEST, Alison","From Pajou to Préault: The Development of Neoclassicism and the Sublime in French Sculpture, 1760-1830",Ph.D.,1985,"Rosenblum, Robert",,Architectural History/Historic Preservation
"WILSON, Karen L.",A Definition and Relative Chronology of the Jamdat Nasr Period,Ph.D.,1985,"Hansen, Donald P.",,Art of the Middle East/North Africa
"YOCHELSON, Bonnie",P.H. Emerson: An Art Historical Study of a Victorian Photographer,Ph.D.,1985,"Varnedoe, Kirk",,Art of the United States
"ALEXANDER, David Geoffrey",Dhu L-Fakar,Ph.D.,1984,"Nickle, Helmut","Soucek, Priscilla",Chinese Art
"BALTAY, Christine",Pellegrino Tibaldi in Bologna and the Marches,Ph.D.,1984,"Posner, Donald",,Contemporary Art
"BLUMENTHAL, Arthur R.",Giulio Parigi's Stage Designs: Florence and the Early Baroque Spectacle,Ph.D.,1984,"Lavin, Irving",,Critical Theory/Gender Studies/Visual Studies
"BURKE, Marcus B.",Private Collections of Italian Art in Seventeenth-century Spain,Ph.D.,1984,"Brown, Jonathan",,Decorative Arts/Textiles/Design History
"COHON, Robert",Greek and Roman Stone Table Supports with Decorative Reliefs,Ph.D.,1984,"von Blanckenhagen, Peter",,Digital Media/Animation
"DONOHUE, Alice A.",Xoana,Ph.D.,1984,"McCredie, James R.",,Drawings/Prints/Works on Paper
"DRAPER, James David","Bertoldo di Giovanni: His Life, his Art, his Influence",Ph.D.,1984,"Raggio, Olga",,Early Christian/Byzantine Art
"FREED, Rita E.",The Development of Middle Kingdom Egyptian Relief Sculptural Schools of Late Dynasty XI: With an Appendix of the Trends of Early Dynasty XII,Ph.D.,1984,"von Bothmer, Bernard",,Early Medieval/Romanesque/Gothic Art
"JOHNSON, Elizabeth Childs",Relationship Between Symbolism and Function in Ritual Bronze Art of the Shang: New Archaeological and Bone Inscriptional Evidence,Ph.D.,1984,"Soper, Alexander",,Egyptian/Ancient Near Eastern Art
"KOMAROFF, Linda",The Timurid Phase in Iranian Metalwork: Formulation and Realization of a Style,Ph.D.,1984,"Soucek, Priscilla",,Eighteenth-Century Art
"LAIRD, Marsa",Linear-style Cylinder Seals of the Akkadian to Post-Akkadian Periods,Ph.D.,1984,"Hansen, Donald P.",,Film/Video
"MILLER, Emily Brower",Zoomorphic Vases in the Bronze Age Aegean,Ph.D.,1984,"Kopcke, Günter H.",,Greek/Roman Art
"NACHMANI, Cynthia Wolk","Enrapt in a Cloud of Darkness...: Joseph Michael Gandy, Architecture and the Romantic Imagination",Ph.D.,1984,"Rosenblum, Robert",,Japanese/Korean Art
"REHL, Beatrice",The Fourteenth-century Choir of Bristol Cathedral,Ph.D.,1984,"Trachtenberg, Marvin L.",,Latin American/Caribbean Art
"REWALD, Sabine",Balthus: A Monographic Study,Ph.D.,1984,"Schiff, Gert",,Native American
"SALOMON, Nanette","Dreamers, Idlers and other Dozers: Aspects of Sleep in Dutch Art",Ph.D.,1984,"Haverkamp-Begemann, Egbert",,Nineteenth-Century Art
